# E[GeV]  rate[MeV-1 s-1 sr-1]
1.154781984689458252e+00 0.000000000000000000e+00
1.539926526059491874e+00 0.000000000000000000e+00
2.053525026457145852e+00 0.000000000000000000e+00
2.738419634264361413e+00 0.000000000000000000e+00
3.651741272548377104e+00 0.000000000000000000e+00
4.869675251658630799e+00 0.000000000000000000e+00
6.493816315762113156e+00 0.000000000000000000e+00
8.659643233600654355e+00 0.000000000000000000e+00
1.154781984689458163e+01 1.436575155734503703e-10
1.539926526059491962e+01 0.000000000000000000e+00
2.053525026457145941e+01 0.000000000000000000e+00
2.738419634264361235e+01 0.000000000000000000e+00
3.651741272548377282e+01 0.000000000000000000e+00
4.869675251658631510e+01 0.000000000000000000e+00
6.493816315762113334e+01 1.277316010208063079e-11
8.659643233600652934e+01 0.000000000000000000e+00
1.154781984689458056e+02 0.000000000000000000e+00
1.539926526059491891e+02 3.437028087123111950e-13
2.053525026457145941e+02 0.000000000000000000e+00
2.738419634264361093e+02 0.000000000000000000e+00
3.651741272548377424e+02 2.416363033718630013e-12
4.869675251658630941e+02 1.703328275257800437e-12
6.493816315762112481e+02 2.554632020416125673e-12
8.659643233600653502e+02 3.831407518170650969e-12
1.154781984689458341e+03 7.182875778672514272e-13
1.539926526059492062e+03 1.077279390556175162e-12
2.053525026457145941e+03 4.039227884056365056e-13
2.738419634264361321e+03 3.222271893350980416e-13
3.651741272548376855e+03 4.687787794784696822e-13
4.869675251658631169e+03 5.218673197146202699e-13
6.493816315762112936e+03 1.277316010208063240e-13
8.659643233600652820e+03 1.976823721875890017e-13
1.154781984689458113e+04 1.436575155734503208e-13
1.539926526059491880e+04 1.615919085834263348e-13
2.053525026457145941e+04 8.336196514097390289e-14
2.738419634264361230e+04 0.000000000000000000e+00
3.651741272548376583e+04 2.416363033718630442e-14
4.869675251658631169e+04 1.703328275257798645e-14
6.493816315762112936e+04 1.521830351150793420e-14
8.659643233600653184e+04 6.111996279056495534e-16
1.154781984689458186e+05 0.000000000000000000e+00
1.539926526059492026e+05 0.000000000000000000e+00
2.053525026457146159e+05 0.000000000000000000e+00
2.738419634264361230e+05 0.000000000000000000e+00
3.651741272548377165e+05 0.000000000000000000e+00
4.869675251658631605e+05 0.000000000000000000e+00
6.493816315762114245e+05 0.000000000000000000e+00
8.659643233600654639e+05 0.000000000000000000e+00
1.154781984689458273e+06 0.000000000000000000e+00
1.539926526059492026e+06 0.000000000000000000e+00
2.053525026457146276e+06 0.000000000000000000e+00
2.738419634264361579e+06 0.000000000000000000e+00
3.651741272548377514e+06 0.000000000000000000e+00
4.869675251658631489e+06 0.000000000000000000e+00
6.493816315762112848e+06 0.000000000000000000e+00
8.659643233600653708e+06 0.000000000000000000e+00
1.154781984689458273e+07 0.000000000000000000e+00
1.539926526059491932e+07 0.000000000000000000e+00
2.053525026457146183e+07 0.000000000000000000e+00
2.738419634264361113e+07 0.000000000000000000e+00
3.651741272548376769e+07 0.000000000000000000e+00
4.869675251658631116e+07 0.000000000000000000e+00
6.493816315762113035e+07 0.000000000000000000e+00
8.659643233600653708e+07 0.000000000000000000e+00
