case,seed,f_value,stat_total,stat_gamma,stat_nu,int_PD,int_IC
1,16,0.9500000000000001,0.2725982367992401,0.2725982367992401,0.0,2.0931006043484973e-10,1.0986808405055074e-11
1,16,1.0,0.296035572886467,0.296035572886467,0.0,2.2044491768772717e-10,0.0
1,79,0.0,0.10791841149330139,0.10791841149330139,0.0,0.0,2.1881022796644482e-10
1,79,0.05,0.10275024175643921,0.10275024175643921,0.0,1.1030198291042049e-11,2.0787639614952385e-10
1,79,0.1,0.11164833605289459,0.11164833605289459,0.0,2.2083343860130836e-11,1.9693899325815544e-10
1,79,0.15000000000000002,0.08159971237182617,0.08159971237182617,0.0,3.2987569002264775e-11,1.8600013639503112e-10
1,79,0.2,0.06781050562858582,0.06781050562858582,0.0,4.394229395653725e-11,1.750583675103235e-10
1,79,0.25,0.055291324853897095,0.055291324853897095,0.0,5.486645732094705e-11,1.6414424114181438e-10
1,79,0.30000000000000004,0.032033175230026245,0.032033175230026245,0.0,6.577815377708766e-11,1.5320786897117814e-10
1,79,0.35000000000000003,0.03330086171627045,0.03330086171627045,0.0,7.6812162566625e-11,1.4223174335060284e-10
1,79,0.4,0.018461599946022034,0.018461599946022034,0.0,8.771103311739868e-11,1.3132942100509794e-10
1,79,0.45,0.011309847235679626,0.011309847235679626,0.0,9.867641733142387e-11,1.2037177792456942e-10
1,79,0.5,0.006225317716598511,0.006225317716598511,0.0,1.0963925647805793e-10,1.0942092608297765e-10
1,79,0.55,0.00900357961654663,0.00900357961654663,0.0,1.2062301781603993e-10,9.848864754916487e-11
1,79,0.6000000000000001,0.0,0.0,0.0,1.3150680432969267e-10,8.756672098360361e-11
1,79,0.65,0.004161372780799866,0.004161372780799866,0.0,1.4251929381802795e-10,7.66009423313415e-11
1,79,0.7000000000000001,0.0048540085554122925,0.0048540085554122925,0.0,1.5348261837061734e-10,6.566413761431824e-11
1,79,0.75,0.0018067508935928345,0.0018067508935928345,0.0,1.6442442227118842e-10,5.470674424650484e-11
1,79,0.8,0.012926265597343445,0.012926265597343445,0.0,1.7539273486957482e-10,4.379314536611036e-11
1,79,0.8500000000000001,0.023341774940490723,0.023341774940490723,0.0,1.8639344546918572e-10,3.284828533649021e-11
1,79,0.9,0.018424078822135925,0.018424078822135925,0.0,1.9729822976088424e-10,2.188717178603173e-11
1,79,0.9500000000000001,0.03520412743091583,0.03520412743091583,0.0,2.0829717480018416e-10,1.0959948606109281e-11
1,79,1.0,0.029342517256736755,0.029342517256736755,0.0,2.1919444798041645e-10,0.0
1,5,0.0,0.0,0.0,0.0,0.0,2.1645909073947675e-10
1,5,0.05,0.0793224424123764,0.0793224424123764,0.0,1.0694544237756441e-11,2.056545790635577e-10
1,5,0.1,0.10647433996200562,0.10647433996200562,0.0,2.1535210347332356e-11,1.9505279173297733e-10
1,5,0.15000000000000002,0.19049783051013947,0.19049783051013947,0.0,3.23754417101335e-11,1.8407521351285417e-10
1,5,0.2,0.23747123777866364,0.23747123777866364,0.0,4.3269304768897384e-11,1.732874323406509e-10
1,5,0.25,0.30038437247276306,0.30038437247276306,0.0,5.4067737852449086e-11,1.623989244880396e-10
1,5,0.30000000000000004,0.33758072555065155,0.33758072555065155,0.0,6.495472664617621e-11,1.515724315541934e-10
1,5,0.35000000000000003,0.39896920323371887,0.39896920323371887,0.0,7.574476976303156e-11,1.407999050144609e-10
1,5,0.4,0.4612057954072952,0.4612057954072952,0.0,8.670102159377104e-11,1.298497642216924e-10
1,5,0.45,0.5254269391298294,0.5254269391298294,0.0,9.754903064610557e-11,1.1901811689679587e-10
1,5,0.5,0.5874557495117188,0.5874557495117188,0.0,1.0826623737278003e-10,1.0826386543835064e-10
1,5,0.55,0.6940112859010696,0.6940112859010696,0.0,1.1896090339509574e-10,9.741034435858532e-11
1,5,0.6000000000000001,0.7598673701286316,0.7598673701286316,0.0,1.2980739699944096e-10,8.658739520610792e-11
1,5,0.65,0.8249131888151169,0.8249131888151169,0.0,1.4064603830625116e-10,7.576036664536277e-11
1,5,0.7000000000000001,0.8964277803897858,0.8964277803897858,0.0,1.5147832029871652e-10,6.493340398748696e-11
1,5,0.75,0.9685992300510406,0.9685992300510406,0.0,1.623071059248021e-10,5.4115081591964755e-11
1,5,0.8,1.0350376814603806,1.0350376814603806,0.0,1.7317416675835445e-10,4.328715424592823e-11
1,5,0.8500000000000001,1.1169213652610779,1.1169213652610779,0.0,1.8398640995314227e-10,3.245906873648953e-11
1,5,0.9,1.1939582228660583,1.1939582228660583,0.0,1.9481362268378475e-10,2.163867384715229e-11
1,5,0.9500000000000001,1.3075767755508423,1.3075767755508423,0.0,2.055190892060017e-10,1.0765778400247057e-11
1,5,1.0,1.354620948433876,1.354620948433876,0.0,2.1649947869301396e-10,0.0
1,0,0.0,0.0,0.0,0.0,0.0,2.17311247991422e-10
1,0,0.05,0.19202692806720734,0.19202692806720734,0.0,1.1161280324352885e-11,2.0661576778130205e-10
1,0,0.1,0.07257503271102905,0.07257503271102905,0.0,2.1757768919724735e-11,1.9562396659655505e-10
1,0,0.15000000000000002,0.11419162154197693,0.11419162154197693,0.0,3.2576749133004254e-11,1.8484898054707256e-10
1,0,0.2,0.17921234667301178,0.17921234667301178,0.0,4.3551321899855804e-11,1.739851954549459e-10
1,0,0.25,0.2223120629787445,0.2223120629787445,0.0,5.440635636246028e-11,1.6314467355277424e-10
1,0,0.30000000000000004,0.2596638947725296,0.2596638947725296,0.0,6.530254002049613e-11,1.5226445067490366e-10
1,0,0.35000000000000003,0.2984848618507385,0.2984848618507385,0.0,7.614214021189248e-11,1.4144504194915952e-10
1,0,0.4,0.3073763847351074,0.3073763847351074,0.0,8.695803592325924e-11,1.3057031520236038e-10
1,0,0.45,0.32344089448451996,0.32344089448451996,0.0,9.743471547823902e-11,1.1995080217220778e-10
1,0,0.5,0.3668222874403,0.3668222874403,0.0,1.086676125342089e-10,1.0871647182441283e-10
1,0,0.55,0.42461469769477844,0.42461469769477844,0.0,1.1912957202606598e-10,9.812633540399369e-11
1,0,0.6000000000000001,0.46643613278865814,0.46643613278865814,0.0,1.3056849661083148e-10,8.696616959972667e-11
1,0,0.65,0.5115635544061661,0.5115635544061661,0.0,1.4144214760352577e-10,7.60854823057484e-11
1,0,0.7000000000000001,0.5538502186536789,0.5538502186536789,0.0,1.5232266964586214e-10,6.521051619923984e-11
1,0,0.75,0.5968816578388214,0.5968816578388214,0.0,1.6319227736467268e-10,5.4338805195476917e-11
1,0,0.8,0.6407824158668518,0.6407824158668518,0.0,1.740476726050338e-10,4.3485125718206895e-11
1,0,0.8500000000000001,0.6869286894798279,0.6869286894798279,0.0,1.849404616815469e-10,3.2606453600623325e-11
1,0,0.9,0.7326905429363251,0.7326905429363251,0.0,1.9580390664032023e-10,2.1742723255288024e-11
1,0,0.9500000000000001,0.922185480594635,0.922185480594635,0.0,2.068701075883766e-10,1.105235985671946e-11
1,0,1.0,0.8306034058332443,0.8306034058332443,0.0,2.175805120878763e-10,0.0
1,44,0.0,0.0,0.0,0.0,0.0,2.2029303677483886e-10
1,44,0.05,0.24662604928016663,0.24662604928016663,0.0,1.0616705815442662e-11,2.0933854739951683e-10
1,44,0.1,0.02362978458404541,0.02362978458404541,0.0,2.214430735755377e-11,1.9832469834547742e-10
1,44,0.15000000000000002,0.0818839818239212,0.0818839818239212,0.0,3.309207922234629e-11,1.8728341048469937e-10
1,44,0.2,0.07156941294670105,0.07156941294670105,0.0,4.421488569283164e-11,1.7626177319110918e-10
1,44,0.25,0.09693560004234314,0.09693560004234314,0.0,5.529450410285332e-11,1.6526076612414024e-10
1,44,0.30000000000000004,0.1658654659986496,0.1658654659986496,0.0,6.628223225446384e-11,1.5423174261499548e-10
1,44,0.35000000000000003,0.16050860285758972,0.16050860285758972,0.0,7.732706308284821e-11,1.4326168766770084e-10
1,44,0.4,0.21043899655342102,0.21043899655342102,0.0,8.840674799424608e-11,1.322336602693224e-10
1,44,0.45,0.28303103148937225,0.28303103148937225,0.0,9.946367574764665e-11,1.2120716410906248e-10
1,44,0.5,0.4138873815536499,0.4138873815536499,0.0,1.1032241968583436e-10,1.101383949397079e-10
1,44,0.55,0.4354110360145569,0.4354110360145569,0.0,1.216036338781337e-10,9.914142590380588e-11
1,44,0.6000000000000001,0.607484757900238,0.607484757900238,0.0,1.3235332652247404e-10,8.809944859234164e-11
1,44,0.65,0.703763335943222,0.703763335943222,0.0,1.433963293912293e-10,7.707989348670502e-11
1,44,0.7000000000000001,0.8350717574357986,0.8350717574357986,0.0,1.5437230623394447e-10,6.604655158552176e-11
1,44,0.75,0.9143188446760178,0.9143188446760178,0.0,1.655777682148475e-10,5.5065101629218914e-11
1,44,0.8,1.0481967329978943,1.0481967329978943,0.0,1.765449387459515e-10,4.4022908063091565e-11
