case,seed,f_value,stat_total,stat_gamma,stat_nu,int_PD,int_IC
1,98,0.0,0.0,0.0,0.0,0.0,6.763248116594834e-11
1,98,0.05,0.03143346309661865,0.03143346309661865,0.0,3.3606982574853716e-12,6.425112278159407e-11
1,98,0.1,0.06161859631538391,0.06161859631538391,0.0,6.754065873538175e-12,6.086966364450286e-11
1,98,0.15000000000000002,0.09510394930839539,0.09510394930839539,0.0,1.0146853122316008e-11,5.748816014820579e-11
1,98,0.2,0.13157883286476135,0.13157883286476135,0.0,1.3538409147087825e-11,5.410668402346667e-11
1,98,0.25,0.17018193006515503,0.17018193006515503,0.0,1.693094644747231e-11,5.072521701986173e-11
1,98,0.30000000000000004,0.21101349592208862,0.21101349592208862,0.0,2.0324781830934127e-11,4.734440917273007e-11
1,98,0.35000000000000003,0.24809153378009796,0.24809153378009796,0.0,2.3744645047563182e-11,4.396565984074631e-11
1,98,0.4,0.3015741854906082,0.3015741854906082,0.0,2.7111941821530717e-11,4.0579601729447517e-11
1,98,0.45,0.35064005851745605,0.35064005851745605,0.0,3.050931047414952e-11,3.719808449919539e-11
1,98,0.5,0.403400257229805,0.403400257229805,0.0,3.3890645929525876e-11,3.381666406486358e-11
1,98,0.55,0.4578489363193512,0.4578489363193512,0.0,3.727894763907231e-11,3.0435070033281765e-11
1,98,0.6000000000000001,0.5142260640859604,0.5142260640859604,0.0,4.0667507313267117e-11,2.7054434793297763e-11
1,98,0.65,0.5744490921497345,0.5744490921497345,0.0,4.406084075330597e-11,2.3671368700567044e-11
1,98,0.7000000000000001,0.6365319043397903,0.6365319043397903,0.0,4.74507127915001e-11,2.0289158140455546e-11
1,98,0.75,0.7021932154893875,0.7021932154893875,0.0,5.0847145933424134e-11,1.6908185370660022e-11
1,98,0.8,0.769007682800293,0.769007682800293,0.0,5.423494479887647e-11,1.3527865060285502e-11
1,98,0.8500000000000001,0.8390741646289825,0.8390741646289825,0.0,5.762619220022675e-11,1.0143736173732786e-11
1,98,0.9,0.9111035317182541,0.9111035317182541,0.0,6.101796632890963e-11,6.7643783253089376e-12
1,98,0.9500000000000001,0.9881958961486816,0.9881958961486816,0.0,6.44145811844026e-11,3.381705998909457e-12
1,98,1.0,1.0668959766626358,1.0668959766626358,0.0,6.780898892220356e-11,0.0
1,94,0.0,0.2401800900697708,0.2401800900697708,0.0,0.0,6.792575241276567e-11
1,94,0.05,0.1941235363483429,0.1941235363483429,0.0,3.386510214997305e-12,6.452705177863277e-11
1,94,0.1,0.152991384267807,0.152991384267807,0.0,6.756774047054934e-12,6.113280841589323e-11
1,94,0.15000000000000002,0.11519451439380646,0.11519451439380646,0.0,1.0124870495675122e-11,5.773779302518779e-11
1,94,0.2,0.0813715010881424,0.0813715010881424,0.0,1.3472407502885628e-11,5.43497229079167e-11
1,94,0.25,0.053778886795043945,0.053778886795043945,0.0,1.6851636915244302e-11,5.0950492189475706e-11
1,94,0.30000000000000004,0.03135482966899872,0.03135482966899872,0.0,2.0222377264358424e-11,4.7551587337140844e-11
1,94,0.35000000000000003,0.020518183708190918,0.020518183708190918,0.0,2.3605898272813404e-11,4.41532822049411e-11
1,94,0.4,0.009256526827812195,0.009256526827812195,0.0,2.6983065085898828e-11,4.075599846849828e-11
1,94,0.45,0.0031760036945343018,0.0031760036945343018,0.0,3.035248917121174e-11,3.736021619875222e-11
1,94,0.5,0.0,0.0,0.0,3.3717453654224046e-11,3.3962767316073175e-11
1,94,0.55,0.004293099045753479,0.004293099045753479,0.0,3.708735390812028e-11,3.056600620176099e-11
1,94,0.6000000000000001,0.013933241367340088,0.013933241367340088,0.0,4.0457204372878076e-11,2.7171930289686616e-11
1,94,0.65,0.024661943316459656,0.024661943316459656,0.0,4.382818814888532e-11,2.3765683388401592e-11
1,94,0.7000000000000001,0.044834718108177185,0.044834718108177185,0.0,4.720015052497674e-11,2.0370965809134993e-11
1,94,0.75,0.06781214475631714,0.06781214475631714,0.0,5.0574034453095924e-11,1.6970704166732563e-11
1,94,0.8,0.10112820565700531,0.10112820565700531,0.0,5.393173861326055e-11,1.3585939448685408e-11
1,94,0.8500000000000001,0.13579238951206207,0.13579238951206207,0.0,5.7300886061711e-11,1.0187712900366744e-11
1,94,0.9,0.18037813901901245,0.18037813901901245,0.0,6.06818260585863e-11,6.79640269388427e-12
1,94,0.9500000000000001,0.22099071741104126,0.22099071741104126,0.0,6.403818186429483e-11,3.3960146815501384e-12
1,94,1.0,0.26857972145080566,0.26857972145080566,0.0,6.739632659304567e-11,0.0
1,67,0.0,0.22354523837566376,0.22354523837566376,0.0,0.0,6.856064913772257e-11
1,67,0.05,0.19402243196964264,0.19402243196964264,0.0,3.4989484051898293e-12,6.513236953463644e-11
1,67,0.1,0.15826910734176636,0.15826910734176636,0.0,6.9485173603128376e-12,6.17052542397652e-11
1,67,0.15000000000000002,0.12828384339809418,0.12828384339809418,0.0,1.0413712666441884e-11,5.827260782485923e-11
1,67,0.2,0.10455335676670074,0.10455335676670074,0.0,1.3858206269781924e-11,5.4853304787688985e-11
1,67,0.25,0.08097589015960693,0.08097589015960693,0.0,1.731375318601518e-11,5.142548374452877e-11
1,67,0.30000000000000004,0.060325488448143005,0.060325488448143005,0.0,2.0773810232224274e-11,4.7999419143732806e-11
1,67,0.35000000000000003,0.042433127760887146,0.042433127760887146,0.0,2.4231688944579473e-11,4.457032428815979e-11
1,67,0.4,0.027728945016860962,0.027728945016860962,0.0,2.7690562649589525e-11,4.1143249867771575e-11
1,67,0.45,0.02063611149787903,0.02063611149787903,0.0,3.115694376790158e-11,3.770981700505847e-11
1,67,0.5,0.010293379426002502,0.010293379426002502,0.0,3.461022517682239e-11,3.428073540987973e-11
1,67,0.55,0.004900887608528137,0.004900887608528137,0.0,3.807129221299393e-11,3.085384955820238e-11
1,67,0.6000000000000001,0.001307651400566101,0.001307651400566101,0.0,4.15269532137819e-11,2.7425511732712928e-11
1,67,0.65,0.0,0.0,0.0,4.498280864375069e-11,2.4005581521664608e-11
1,67,0.7000000000000001,0.006648525595664978,0.006648525595664978,0.0,4.844858135304424e-11,2.0569573614904618e-11
1,67,0.75,0.006345793604850769,0.006345793604850769,0.0,5.189416198011753e-11,1.7140840890407602e-11
1,67,0.8,0.01524341106414795,0.01524341106414795,0.0,5.5355477239138286e-11,1.3713297453049738e-11
1,67,0.8500000000000001,0.03164611756801605,0.03164611756801605,0.0,5.882557029141472e-11,1.028654860635354e-11
1,67,0.9,0.03858691453933716,0.03858691453933716,0.0,6.226745935793077e-11,6.856887050591997e-12
1,67,0.9500000000000001,0.05424903333187103,0.05424903333187103,0.0,6.57225669966031e-11,3.4281733053198237e-12
1,67,1.0,0.07235060632228851,0.07235060632228851,0.0,6.91763127048598e-11,0.0
1,63,0.0,0.7487489134073257,0.7487489134073257,0.0,0.0,6.942822700421746e-11
1,63,0.05,0.7101289182901382,0.7101289182901382,0.0,3.4234357482968967e-12,6.594642489327868e-11
1,63,0.1,0.6835482120513916,0.6835482120513916,0.0,6.8615714360300886e-12,6.245976344691513e-11
1,63,0.15000000000000002,0.6096341907978058,0.6096341907978058,0.0,1.0373483314607622e-11,5.903511023481317e-11
1,63,0.2,0.5547492504119873,0.5547492504119873,0.0,1.3844941368653933e-11,5.5585069944674583e-11
1,63,0.25,0.5091099590063095,0.5091099590063095,0.0,1.731617082214231e-11,5.2091050548168524e-11
1,63,0.30000000000000004,0.4643389880657196,0.4643389880657196,0.0,2.0772576434209128e-11,4.863012409768051e-11
1,63,0.35000000000000003,0.4226560890674591,0.4226560890674591,0.0,2.423778594796004e-11,4.5131975044350516e-11
1,63,0.4,0.3799244165420532,0.3799244165420532,0.0,2.7711785192697042e-11,4.167521814010104e-11
1,63,0.45,0.33994153141975403,0.33994153141975403,0.0,3.117592433337784e-11,3.821056107876502e-11
1,63,0.5,0.3012309968471527,0.3012309968471527,0.0,3.464380984779017e-11,3.4736906004404115e-11
1,63,0.55,0.26407526433467865,0.26407526433467865,0.0,3.8110067674956223e-11,3.126800565457217e-11
1,63,0.6000000000000001,0.22788141667842865,0.22788141667842865,0.0,4.158500778816922e-11,2.778331197664155e-11
1,63,0.65,0.1930941939353943,0.1930941939353943,0.0,4.5029130925412376e-11,2.434056518908086e-11
1,63,0.7000000000000001,0.15673550963401794,0.15673550963401794,0.0,4.846164087632518e-11,2.086922655220217e-11
1,63,0.75,0.1356576532125473,0.1356576532125473,0.0,5.19894337622321e-11,1.7348379342188934e-11
1,63,0.8,0.10538378357887268,0.10538378357887268,0.0,5.545739560308063e-11,1.3875895432834691e-11
1,63,0.8500000000000001,0.0760532021522522,0.0760532021522522,0.0,5.893058993892132e-11,1.0400728892523198e-11
1,63,0.9,0.0498744398355484,0.0498744398355484,0.0,6.238976870629317e-11,6.9312407353416554e-12
1,63,0.9500000000000001,0.024890631437301636,0.024890631437301636,0.0,6.585297512142531e-11,3.4609673104793775e-12
1,63,1.0,0.0,0.0,0.0,6.930771345744419e-11,0.0
1,31,0.0,0.0,0.0,0.0,0.0,6.780891930519467e-11
1,31,0.05,0.025731265544891357,0.025731265544891357,0.0,3.3756674937760387e-12,6.44214076630195e-11
1,31,0.1,0.022840261459350586,0.022840261459350586,0.0,6.775316266535839e-12,6.102907948603345e-11
1,31,0.15000000000000002,0.03367295861244202,0.03367295861244202,0.0,1.0181250825221957e-11,5.763871106917632e-11
1,31,0.2,0.047009408473968506,0.047009408473968506,0.0,1.3582579590626083e-11,5.4248090625990166e-11
1,31,0.25,0.060121119022369385,0.060121119022369385,0.0,1.6988494266521885e-11,5.0857651476767816e-11
1,31,0.30000000000000004,0.07494956254959106,0.07494956254959106,0.0,2.0393017297807038e-11,4.746710100923636e-11
1,31,0.35000000000000003,0.09175394475460052,0.09175394475460052,0.0,2.3797328505471677e-11,4.407787109596338e-11
1,31,0.4,0.107820063829422,0.107820063829422,0.0,2.720674136939653e-11,4.068701043823322e-11
1,31,0.45,0.1282237321138382,0.1282237321138382,0.0,3.0604005048305914e-11,3.729664062438183e-11
1,31,0.5,0.14721308648586273,0.14721308648586273,0.0,3.4008907927105766e-11,3.390509612180429e-11
1,31,0.55,0.1695776879787445,0.1695776879787445,0.0,3.740978609594411e-11,3.0515235212394246e-11
1,31,0.6000000000000001,0.19141927361488342,0.19141927361488342,0.0,4.081573932233544e-11,2.7124521041320016e-11
1,31,0.65,0.21481530368328094,0.21481530368328094,0.0,4.421868758320745e-11,2.3733860872149712e-11
1,31,0.7000000000000001,0.24017536640167236,0.24017536640167236,0.0,4.7621719972231906e-11,2.0342800762199913e-11
1,31,0.75,0.2652178108692169,0.2652178108692169,0.0,5.102866546612219e-11,1.69525647227293e-11
1,31,0.8,0.29694874584674835,0.29694874584674835,0.0,5.442945498297482e-11,1.3561529410662504e-11
1,31,0.8500000000000001,0.33642578125,0.33642578125,0.0,5.7824668154613744e-11,1.0176815423556279e-11
1,31,0.9,0.3546871691942215,0.3546871691942215,0.0,6.123374458814896e-11,6.782076850757853e-12
1,31,0.9500000000000001,0.3831063508987427,0.3831063508987427,0.0,6.464371835178545e-11,3.390872161441787e-12
1,31,1.0,0.41118133068084717,0.41118133068084717,0.0,6.807693760035751e-11,0.0
1,83,0.0,0.7214130610227585,0.7214130610227585,0.0,0.0,6.868584876593876e-11
1,83,0.05,0.6563646197319031,0.6563646197319031,0.0,3.4424013482133673e-12,6.525128377789996e-11
1,83,0.1,0.590798631310463,0.590798631310463,0.0,6.909431514140532e-12,6.181661074483757e-11
